,Lead Time,Distance (km),Fragility Index,Natural Disaster Risk,BCP_risk,SCR_score
0,38.5,837.4335666015143,24.6,3.92,0.0,0.3002150235084398
1,23.099999999999998,1178.6345593480078,41.9,5.78,0.0,0.32317931466400807
2,21.0,818.5507495071594,28.8,6.67,0.0,0.41457597873434715
3,28.0,872.360735047979,21.0,4.04,0.0,0.40410416594580123
4,35.0,690.2515511155124,24.6,3.92,0.0,0.3435910102184724
5,21.0,1205.1741943769914,51.8,2.15,0.0,0.3361536611385428
6,10.5,1124.107031313811,51.8,2.15,1.0,-0.32231021596563764
7,28.0,725.1454823777842,48.8,0.97,0.0,0.3365781208903774
8,14.0,1205.1741943769914,51.8,2.15,0.0,0.3986474483503301
9,119.0,7359.206415767943,45.3,22.73,2.0,-2.7390802158772223
10,49.0,3.842769462022032,42.6,9.37,0.0,0.15093469961384387
11,21.0,1168.007274606258,51.8,2.15,2.0,-1.1785538685546244
12,14.0,1157.2079517411998,51.8,2.15,0.0,0.4026002887898644
13,14.0,1159.0674030853672,51.8,2.15,0.0,0.40244705363812694
14,14.0,1138.270677427018,51.8,2.15,0.0,0.40416088681902496
15,14.0,1138.270677427018,51.8,2.15,0.0,0.40416088681902496
16,38.5,837.4335666015143,24.6,3.92,0.0,0.3002150235084398
17,23.099999999999998,1178.6345593480078,41.9,5.78,0.0,0.32317931466400807
18,21.0,818.5507495071594,28.8,6.67,0.0,0.41457597873434715
19,28.0,872.360735047979,21.0,4.04,0.0,0.40410416594580123
20,35.0,690.2515511155124,24.6,3.92,0.0,0.3435910102184724
21,21.0,1205.1741943769914,51.8,2.15,0.0,0.3361536611385428
22,21.0,1205.1741943769914,51.8,2.15,0.0,0.3361536611385428
23,10.5,1124.107031313811,51.8,2.15,0.0,0.43657498948802254
24,14.0,1205.1741943769914,51.8,2.15,0.0,0.3986474483503301
25,119.0,7359.206415767943,45.3,22.73,2.0,-2.7390802158772223
26,280.0,367.8764159114132,24.6,3.92,0.0,-1.8171249945324117
27,14.0,1157.2079517411998,51.8,2.15,0.0,0.4026002887898644
28,14.0,1159.0674030853672,51.8,2.15,0.0,0.40244705363812694
29,21.0,1168.007274606258,51.8,2.15,2.0,-1.1785538685546244
30,21.0,15.252102001049503,42.6,9.37,1.0,-0.35891558638254856
31,21.0,15.252102001049503,42.6,9.37,1.0,-0.35891558638254856
32,21.0,15.252102001049503,42.6,9.37,1.0,-0.35891558638254856
33,21.0,15.252102001049503,42.6,9.37,1.0,-0.35891558638254856
34,84.0,6719.749062264338,45.3,22.73,1.0,-1.6150291619656425
35,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
36,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
37,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
38,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
39,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
40,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
41,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
42,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
43,21.0,487.81184806245204,42.6,9.37,0.0,0.36102653802740803
44,21.0,487.81184806245204,42.6,9.37,0.0,0.36102653802740803
45,21.0,487.81184806245204,42.6,9.37,0.0,0.36102653802740803
46,21.0,487.81184806245204,42.6,9.37,0.0,0.36102653802740803
47,21.0,487.81184806245204,42.6,9.37,0.0,0.36102653802740803
48,21.0,487.81184806245204,42.6,9.37,0.0,0.36102653802740803
49,21.0,487.81184806245204,42.6,9.37,0.0,0.36102653802740803
50,21.0,487.81184806245204,42.6,9.37,0.0,0.36102653802740803
51,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
52,35.0,644.1499825941465,42.6,9.37,2.0,-1.2946150851800364
53,21.0,15.252102001049503,42.6,9.37,1.0,-0.35891558638254856
54,21.0,14.373384796913935,42.6,9.37,1.0,-0.3588431723532531
55,28.0,274.66506537825705,24.4,1.14,1.0,-0.2906064270220563
56,28.0,701.3625870144721,31.4,4.16,1.0,-0.382880928219466
57,28.0,701.3625870144721,31.4,4.16,1.0,-0.382880928219466
58,28.0,701.3625870144721,31.4,4.16,1.0,-0.382880928219466
59,28.0,701.3625870144721,31.4,4.16,1.0,-0.382880928219466
60,28.0,701.3625870144721,31.4,4.16,1.0,-0.382880928219466
61,35.0,518.5399416630631,24.6,3.92,2.0,-1.1600288532103866
62,35.0,518.5399416630631,24.6,3.92,2.0,-1.1600288532103866
63,35.0,518.5399416630631,24.6,3.92,2.0,-1.1600288532103866
64,35.0,518.5399416630631,24.6,3.92,2.0,-1.1600288532103866
65,35.0,518.5399416630631,24.6,3.92,2.0,-1.1600288532103866
66,35.0,518.5399416630631,24.6,3.92,2.0,-1.1600288532103866
67,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
68,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
69,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
70,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
71,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
72,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
73,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
74,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
75,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
76,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
77,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
78,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
79,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
80,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
81,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
82,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
83,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
84,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
85,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
86,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
87,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
88,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
89,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
90,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
91,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
92,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
93,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
94,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
95,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
96,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
97,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
98,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
99,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
100,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
101,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
102,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
103,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
104,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
105,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
106,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
107,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
108,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
109,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
110,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
111,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
112,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
113,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
114,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
115,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
116,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
117,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
118,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
119,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
120,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
121,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
122,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
123,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
124,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
125,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
126,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
127,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
128,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
129,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
130,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
131,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
132,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
133,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
134,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
135,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
136,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
137,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
138,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
139,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
140,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
141,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
142,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
143,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
144,14.0,434.01790900597194,24.6,3.92,0.0,0.5521882785174091
145,28.0,597.9568859208574,24.6,3.92,2.0,-1.1040797209808557
146,42.0,699.6956914953937,28.8,6.67,2.0,-1.2808810912438793
147,42.0,529.1227625676603,24.6,3.92,0.0,0.2943756529262691
148,42.0,1014.15298009191,28.8,6.67,1.0,-0.5479099332237181
149,42.0,7560.481489978036,45.3,22.73,0.0,-0.5504649827383432
150,28.0,971.2738842035701,28.8,6.67,2.0,-1.178273949467149
151,28.0,7560.481489978036,45.3,22.73,1.0,-1.1843626137684287
152,35.0,315.2016464543039,24.6,3.92,1.0,-0.38438678309442337
153,84.0,6692.331763491034,45.3,22.73,1.0,-1.6127697353068398
154,84.0,6692.331763491034,45.3,22.73,0.0,-0.8538845298531796
155,28.0,106.10489903421289,45.2,4.63,2.0,-1.151732555532067
156,28.0,106.10489903421289,45.2,4.63,2.0,-1.151732555532067
157,28.0,106.10489903421289,45.2,4.63,2.0,-1.151732555532067
158,28.0,196.16895447166797,45.2,4.63,2.0,-1.1591546261575445
159,28.0,196.16895447166797,45.2,4.63,1.0,-0.40026942070388427
160,28.0,196.16895447166797,45.2,4.63,1.0,-0.40026942070388427
161,28.0,106.10489903421289,45.2,4.63,1.0,-0.3928473500784068
162,42.0,602.7055811370002,24.4,1.14,0.0,0.31625777913998904
163,42.0,790.4893408380376,21.0,4.04,1.0,-0.4730216906768565
164,84.0,665.9940592864795,31.4,4.16,0.0,-0.12103134257400117
165,28.0,45.13524591444322,42.6,9.37,0.0,0.33501319786445005
166,56.0,1220.4885771566096,41.9,5.78,0.0,0.0260093754352011
167,56.0,7726.109635106045,45.3,22.73,1.0,-1.4479869791063966
168,84.0,7696.967044683911,45.3,22.73,2.0,-2.4544457275360085
169,42.0,4.927253680745152,42.6,9.37,0.0,0.21333911578382675
170,7.0,837.4040893391528,48.8,0.97,0.0,0.5148083855688229
171,7.0,276.26394119933724,42.6,9.37,0.0,0.5034475213485016
172,25.0,738.0068747713857,21.0,4.04,0.0,0.44195915785024814
173,21.0,780.994157226469,43.5,9.68,0.0,0.33028766448067437
174,20.0,208.3589004895512,17.8,1.03,0.0,0.5722705603027856
175,31.0,736.2421438329204,24.6,3.92,0.0,0.3755117162651941
176,4.0,647.7858623267582,24.6,3.92,2.0,-0.89392165377535
177,21.0,641.0783697551121,24.6,3.92,2.0,-1.0451395234551946
178,21.0,1192.7571480610723,41.9,5.78,2.0,-1.1770067856518518
179,28.0,195.29632183233906,17.8,1.03,1.0,-0.2569596448334248
180,28.0,352.0099531054563,24.4,1.14,0.0,0.46190487913912137
181,42.0,982.4472225396281,42.6,9.37,1.0,-0.6261023361262629
182,28.0,352.0099531054563,24.4,1.14,0.0,0.46190487913912137
183,28.0,1033.0000449315357,31.4,4.16,0.0,0.34867443268346104
184,49.0,1482.3833925639578,41.9,5.78,0.0,0.06692072549202821
185,70.0,8010.853082471393,45.3,22.73,2.0,-2.3553251244529356
186,14.0,410.20963324971575,48.8,0.97,0.0,0.487519180346019
187,84.0,939.2583605924024,42.6,9.37,0.0,-0.23862071170784382
188,14.0,112.10528731309178,45.2,4.63,0.0,0.49053094500831074
189,21.0,990.8903919002469,21.0,4.04,0.0,0.45683006651182145
190,21.0,1714.9172258631345,43.5,9.68,0.0,0.2533241862038424
191,21.0,875.4877598899199,17.8,1.03,0.0,0.5083655884539062
192,21.0,927.9723651503791,42.6,9.37,0.0,0.3247534385261095
193,28.0,620.974712609509,24.6,3.92,0.0,0.4117938184776011
194,4.0,804.6000604844877,24.6,3.92,2.0,-0.906844523483483
195,21.0,855.658255676155,24.6,3.92,0.0,0.45494761680239515
196,21.0,1425.3726601292653,41.9,5.78,2.0,-1.1961763505883396
197,28.0,1244.1865519778255,28.8,6.67,0.0,0.3170060563060761
198,7.0,1049.95538088895,31.4,4.16,0.0,0.5347585254489794
199,14.0,1048.9084505437809,24.6,3.92,0.0,0.50151588758337
200,25.0,2800.0897538215354,16.0,1.3,0.0,0.31851265777782084
201,11.0,27.633537341910856,43.5,9.68,0.0,0.4816480471177914
202,15.0,1740.768416219719,17.9,1.03,1.0,-0.268654670408074
203,7.0,531.700445086605,43.5,9.68,0.0,0.4758192342751264
204,21.0,1346.2116992168321,41.9,5.78,1.0,-0.43076758543243204
205,23.0,1346.2116992168321,41.9,5.78,1.0,-0.4486229532072284
206,38.0,1339.5516694212163,24.6,3.92,2.0,-1.2544704951744359
207,15.0,1195.8956497259096,21.0,4.04,0.0,0.49350193278697035
208,10.0,1189.1145967957927,21.0,4.04,1.0,-0.2201860348029917
209,9.0,1048.9084505437809,24.6,3.92,2.0,-0.9716161038869595
210,42.0,742.7718554926944,42.6,9.37,0.0,0.152534228432528
211,18.0,37.878894877730865,43.5,9.68,2.0,-1.0994604586093268
212,4.0,531.700445086605,43.5,9.68,0.0,0.5026022859373209
213,10.0,824.9164228112168,28.8,6.67,0.0,0.512255914005058
214,10.0,1371.4053186824603,41.9,5.78,1.0,-0.3346392385891478
215,4.0,513.4906606297532,28.8,6.67,0.0,0.5914862403124899
216,10.0,523.6457985381546,28.8,6.67,0.0,0.5370832642712158
217,4.0,8093.585485385148,28.8,6.67,0.0,-0.033180269138891216
218,10.0,905.6418871979532,24.6,3.92,2.0,-0.9687373623779285
219,3.0,1049.95538088895,31.4,4.16,0.0,0.5704692609985722
220,3.0,531.700445086605,42.6,9.37,0.0,0.5181080414379108
221,3.0,529.1955829616849,43.5,9.68,0.0,0.5117363925036441
222,4.0,15.574262740708155,43.5,9.68,0.0,0.5451356246641069
223,14.0,207.79899275733345,43.5,9.68,0.0,0.4400177766859158
224,21.0,387.23457092037364,43.5,9.68,0.0,0.3627369190121024
225,28.0,2.902417929334273,43.5,9.68,0.0,0.3319154828762918
226,10.0,1.8819024555818993,43.5,9.68,0.0,0.49269789230382854
227,21.0,479.83875070673923,43.5,9.68,0.0,0.3551055197901773
228,21.0,387.23457092037364,43.5,9.68,0.0,0.3627369190121024
229,21.0,43.95837434008209,43.5,9.68,0.0,0.39102589803585447
230,21.0,453.2667441086086,43.5,9.68,0.0,0.35729528693617196
231,14.0,451.2636913105088,28.8,6.67,0.0,0.5073374512343289
232,4.0,15.574262740708155,43.5,9.68,0.0,0.5451356246641069
233,20.0,361.45811524439665,43.5,9.68,2.0,-1.1439816012577202
234,20.0,361.45811524439665,43.5,9.68,2.0,-1.1439816012577202
235,20.0,361.45811524439665,43.5,9.68,2.0,-1.1439816012577202
236,20.0,361.45811524439665,43.5,9.68,2.0,-1.1439816012577202
237,60.0,361.45811524439665,43.5,9.68,2.0,-1.5010889567536476
238,20.0,361.45811524439665,43.5,9.68,2.0,-1.1439816012577202
239,20.0,361.45811524439665,43.5,9.68,2.0,-1.1439816012577202
240,20.0,361.45811524439665,43.5,9.68,2.0,-1.1439816012577202
241,10.0,1740.768416219719,17.9,1.03,2.0,-0.9829014564247434
242,35.0,2214.825252493896,81.2,16.23,0.0,-0.12554089666099755
243,14.0,1048.9084505437809,24.6,3.92,0.0,0.50151588758337
244,10.0,801.327339726479,17.8,1.03,0.0,0.6126815823609576
245,21.0,435.3134356036826,43.5,9.68,0.0,0.35877479752491154
246,15.0,26.082579393034823,43.5,9.68,0.0,0.44606512414978616
247,25.0,453.2667441086086,43.5,9.68,0.0,0.32158455138657915
248,21.0,435.3134356036826,43.5,9.68,0.0,0.35877479752491154
249,56.0,1149.8024303168577,24.6,3.92,0.0,0.11823861263135624
250,56.0,669.9723368095175,42.6,9.37,0.0,0.033545974898323394
251,14.0,600.8924465851845,28.8,6.67,0.0,0.4950067252431798
252,10.0,435.3134356036826,43.5,9.68,0.0,0.4569793202862916
253,28.0,551.8092961120688,43.5,9.68,0.0,0.2866807263811014
254,21.0,1944.6190395693454,53.0,3.19,2.0,-1.2574460320847725
255,21.0,28.790955795996606,43.5,9.68,0.0,0.39227582677927597
256,14.0,687.0394847375309,42.6,9.37,1.0,-0.3517829904446472
257,18.0,1190.5725041487888,41.9,5.78,0.0,0.3677267107983245
258,22.0,1066.0730412898354,24.6,3.92,0.0,0.42867990317856164
259,22.0,1449.18240336355,24.6,3.92,0.0,0.39710832083328995
260,28.0,1028.044417804685,24.6,3.92,0.0,0.37824769303636974
261,31.0,1339.5516694212163,24.6,3.92,0.0,0.32579370294467197
262,10.0,38.35793303920683,43.5,9.68,0.0,0.4896919464377028
